text,label
"Signaling Incident Report SI-24-098: On 03/06/2025 at 09:12 hrs, intermediate signal S-BT-14 near Byappanahalli experienced aspect freeze due to track circuit TC-BT-14 dropout. EMP-3079 verified relay rack voltage at 24.7 VDC (within 24±2 V). Root cause traced to ballast resistance increase after overnight rains; IRSE-ETI-01 compliance check recorded. Temporary measure: shunt adjusted and insulations cleaned. Permanent action: schedule ballast tamping on 07/06/2025, 01:00–03:00 hrs, Block ID BLK-2025-337, with MMRC Signaling vendor NexTech Rail under AMC INV-NT-1167 (₹1,92,000).",Engineering
"Compliance Violation CV-MMRDA-L3-2024-19: Contractor M/s Zenith Infra failed to conduct monthly confined space training at Package UG-07 in August 2024, breaching Clause 12.4 of HSE Plan Ref HSE-UG07-R3. Site log shows last session held 12/07/2024 for 18 workers; zero attendance recorded for 08/2024. Notice of non-conformance issued; withhold payment ₹3,20,000 from IPC-10 until training conducted and verified by HSE Officer EMP-3186.",Safety & Compliance
"Station Electrical Inspection (Yerwada, Pune Metro): On 04/09/2025, DG set 500 kVA (Cummins) recorded 2.1 hours no-load run; fuel stock 820 L. LT panel busbar temperature via IR camera max 58°C at Phase R in cubicle LT-2; tightened to 35 N·m as per OEM manual. UPS 60 kVA battery bank float at 54.3 V; two jars (IDs BB-14, BB-17) observed at 12.9 V—to be equalized on 06/09/2025. NCR generated: ELEC-NCR-0925-014; responsible EMP-2217.",Engineering
"Promotion Panel MMRC/HR/PRM/2025-05: The DPC held on 21/06/2025 recommends promotion of EMP-1662 and EMP-2407 from Senior Station Controller to Chief Station Controller against vacancies VC-03/2025. Vigilance and APAR clearances obtained (APAR scores 8.2 and 8.5). Fixation under FR 22(I)(a)(1) with grade pay movement from ₹4,800 to ₹5,400 equivalent in IDA scales, effective 01/07/2025.",HR
"Procurement Notice for Safety Equipment DMRC/PROC/SE/2025/072 dated 26/08/2025: Tender T-No. DMRC/OPS/SF/25/072 invited for supply of 250 units of fall arresters EN 360:2002 compliant, 10–15 m lifeline, with swivel snap hook. EMD ₹1,50,000; bid submission by 12:00 hrs on 09/09/2025 via e-tender portal. Pre-bid meeting at Shastri Park Depot Conference Room on 02/09/2025; queries to be mailed with subject “T-072 Clarification” referencing clause 5.2 of SCC.",Safety & Compliance
"Circular No. HR/Recruit/07/2025 dated 18/02/2025: Shortlisted candidates for Station Controller recruitment against Advt. No. DMRC/HR/SC-01/2024 are to report at Shastri Park Training Institute on 05/03/2025 by 09:30 hrs with original documents, Aadhaar, and two recent photographs. Joining formalities will include service bond execution of ₹1,50,000 for two years and medical fitness as per DMRC Standard SP-02. Candidates assigned provisional IDs EMP-7213 to EMP-7248 will be issued biometric attendance credentials post verification. Any discrepancy must be reported to HR Cell (Recruitment) by 22/02/2025.",HR
"Breakdown Repair Log BRL-TRK-2025-006 dated 11/01/2025, section KLY to GHT. Fault: dipped joint at 12+320 causing 0.7 mm gauge variation and 4 mm longitudinal level deviation. Temporary speed restriction 30 km/h imposed under TSR-45. Team led by EMP-1234 completed aluminothermic weld (ATW No. AT-2025-118) and tamping with 08-16 tamping machine; post-geometry measured gauge 1435±1 mm, twist 1/500 over 3 m. TSR withdrawn at 23:10 hrs.",Engineering
"Traction Power Testing Memo (DMRC Line-8) dated 11/09/2025: Post-upgrade verification of 33/25 kV traction substation at IGI South completed. New ABB 25 kV, 40 MVA autotransformer commissioned under Project TSS-U-08, Tender No. DMRC/TP/08/2024-17. Load test with two train sets DM-405 and DM-418 at 80% scheduled speed yielded voltage drop 1.6 kV at far end, within IEC 60850 and RDSO TI/SPC/OHE/AT/0018 limits. Harmonics THD measured 2.3% (limit 5%); SCADA points integrated to ICCC with tag IDs TSS08_AT1_V, TSS08_BC1_I on 104 protocol. Final acceptance certificate to be issued by EMP-2981 by 15/09/2025.",Engineering
"DMRC HR Circular No. HR/REC/2024-11 dated 05/11/2024: Shortlisted candidates for Station Controller/Train Operator (SCTO) have been issued provisional offers. Each candidate must report to Shastri Park Training Institute by 18/11/2024 with originals of Aadhaar, PAN, and relieving letter. A joining bonus of ₹12,500 will be disbursed with the first payroll subject to submission of Medical Fitness Certificate Form MF-02 as per RDSO specs. Queries may be addressed to Recruitment Cell referencing Candidate ID RC-24-1178.",HR
"Procurement Notice: MMRC invites e-bids for Supply and Installation of Energy Meters compliant with IS 16444 (Part 1) for depot facilities under Package E&M-12. Estimated cost ₹9.20 Cr; EMD ₹9,20,000; Bid submission end date 19/06/2025, 15:00 hrs on Maha-Tenders portal. Pre-bid meeting on 03/06/2025 at MMRC BKC Office, Room 402. Tender No. MMRC/E&M-12/2025; completion period 180 days. Bidder must have average annual financial turnover ≥ ₹18 Cr in last 3 FYs and GST registration valid in Maharashtra. Payment terms: 80% on supply, 20% on commissioning, through NEFT within 21 days post GRN and invoice verification.",Finance
"Performance Appraisal Cycle 2024-25 (Policy No. HR-PA-06): Self-Appraisal window opens 01/04/2025 and closes 15/04/2025 on the Performance Management Portal. Reporting Managers shall complete evaluations by 30/04/2025. Weightage: KPIs 60%, Behavioral 25%, Safety Compliance 10%, Training Completion 5%. Employees rated ""Outstanding"" for two consecutive years will be eligible for fast-track promotion consideration subject to vacancy and vigilance clearance. Queries to be addressed to HRMS Cell citing Ticket ID PA-24-5682.",HR
"Fund Utilization Report for Project MMRC Line-3 (Package UGC-07) as on 31/08/2025: Sanctioned cost ₹2,486 crore; cumulative expenditure ₹1,724.6 crore (69.4%). This month disbursed: civil works ₹61.2 crore, systems ₹14.7 crore, consultancy ₹2.3 crore. Balance funds in escrow ₹118.5 crore; next tranche from JICA expected by 20/09/2025 upon submission of SOE-UGC07-0825 certified by EMP-2210. Variance due to land acquisition delay at MIDC station, ₹23.8 crore unspent.",Finance
"Compliance Violation Notice CVN-BMRCL-2024-06 dated 26/07/2024: Contractor M/s SouthStar Elevators failed to maintain lift ARD batteries at JP Nagar (JPN) and Banashankari (BSK); backup measured 45 minutes vs. required 90 minutes per IS 14671. Immediate rectification mandated within 7 days, with liquidated damages of ₹12,000 per unit per day thereafter. Station Controllers EMP-2544 and EMP-2611 to verify by test logs and upload videos to e-Safety Portal by 02/08/2024.",Safety & Compliance
"Safety Circular SC/DMRC/FS/2025-19 issued on 22/08/2025 mandates quarterly hydrostatic testing of all 9L and 4.5L ABC extinguishers across Line-3. Minimum test pressure: 25 bar; replacement if mass loss >10%. Stores to procure 180 units via tender TN-PP/FS/0825-41 with an estimated value of ₹18,40,000 inclusive of GST. Station Managers to update Form FS-03 by 31/08/2025 and submit to OCC and Safety Cell. Non-compliance will attract memo under Clause 7.2 of Safety Manual Rev-05.",Safety & Compliance
"Breakdown Report—Traction Power Trip, DMRC Line 2, Incident ID TP-TRIP-25-0721 at 19:12 hrs on 21/07/2025. Feeder FDR-2 from Rajouri Garden RSS tripped on earth fault; SCADA showed I> 2.8 kA for 120 ms. Patrol team reached location CH 7+920 at 19:38 hrs; found bird nest causing flashover on section insulator SI-7. Isolation arranged; temporary jumper installed; supply restored 20:06 hrs. Permanent rectification scheduled during night block NB-0721A. Material used: SI-7 (1 No), jumper 150 sq.mm (3 m). Reported by EMP-1786. Estimated cost ₹46,300 charged to Maintenance Head TP-MNT.",Engineering
"Procurement Notice: BMRCL Tender No. BMRCL/ENGG/OHE/NC-45/2025 dated 11/09/2025 invites bids for supply of 1500 nos. of 25 kV OHE auto-tensioning devices (ATD) with SS wire ropes and spherical bearings, IS: 7424 compliant. Bid security ₹8,00,000; completion period 120 days. Pre-bid meeting at Baiyappanahalli on 19/09/2025, 11:00 hrs. Eligible vendors must have executed at least two OHE ATD supplies of ₹2 Cr each in last 5 years. Queries to be addressed to EMP-0776; submissions via e-portal before 03/10/2025, 15:00 hrs.",Engineering
"OHE Safety Circular No. OHE/SC/2025/019 dated 05/06/2025: During pre-monsoon patrol on DN line Kalyan Nagar–Byappanahalli, two section insulators (Type 25 kV, PTFE liners) showed carbon tracking. Immediate replacement sanctioned under WO-OHE-7834 with budget ₹2,92,000. All depots to ensure torque check on cantilever brackets (M16 SS bolts to 120 N·m) and verify stagger limits ±200 mm at 1.0 m height. Any arcing incidents to be reported via Incident ID ARC-25-06 within 2 hours to OCC and EMP-1478.",Engineering
"Signaling System Audit Note (BMRCL) dated 05/09/2025: Verification of ATS interface at Baiyappanahalli OCC to interlocking Zone-SG-12 found three stale track occupancy bits from Balaji Nagar station—SCADA tag mismatch with EI database version EI-BLR-4.2. EMP-3321 raised Change Request CR-SIG-091, approved via Memo No. SIG/BLR/2025/144. Vendor: Hitronix India Pvt. Ltd., AMC Lot-2. Rectification window scheduled 01:30–03:30 hrs on 07/09/2025 with block protection as per Safety Circular SC-SIG-27. No impact to headway after patch; fallback to safe state verified on test rack TRK-SIG-07.",Engineering
"Compliance Violation Report CVR-NMRC-2025-021: On 01/06/2025 at Pari Chowk, contractor staff from M/s MetroClean Services were found working at height on Platform Canopy without double lanyard harness, contrary to HSE Code HSE-WAH-04. Work stopped at 10:25 hrs by EMP-3309. Toolbox talk conducted, PPE issued, and permit-to-work PTW-051/25 revalidated. Penalty of ₹5,000 imposed as per clause 7.2 of Contract CC-NMRC-14.",Safety & Compliance
"Track Inspection Report (NMRC, 05/09/2025): Ultrasonic testing trolley UST-09 scanned 14.3 km between NSEZ–Depot with 2 confirmed indications (R-58 head check and T-23 transverse fissure) at chainage 5+820 and 9+115 respectively on 60E1 rails. EMP-3102 recommended immediate 6-hole fishplate clamping for T-23 and grinding of head check to 0.3 mm with Loram grinder LG-2 within 48 hours. Geometry car TG-01 recorded alignment deviation of 3 mm over 10 m at curve C-17—within IRPWM limits. Work order TRK-MNT-25-0905 opened; estimated traffic block 02:20 hrs on 07/09/2025.",Engineering
Leave Policy Update Circular HR/Leave/2025/05 dated 10/04/2025: Earned Leave encashment ceiling revised to 300 days for retiring employees with effect from 01/05/2025. Maternity leave enhanced to 26 weeks with additional 10 days of WFH flexibility for roles approved by HOD. All leave applications to be processed through e-HRMS; manual forms discontinued from 30/04/2025. Financial impact estimated at ₹1.82 crore for FY 2025–26 as per Finance concurrence F&A/Note/2025/211.,HR
Operations Memo OM/OPS/2025/041 dated 18/02/2025: TR-301 experienced a 3-minute late departure from Rajiv Chowk (RCK) at 08:17 due to extended dwell for crowd dispersion. Headway between TR-299 and TR-301 increased from 2:30 to 3:00. Station controller EMP-1247 implemented Platform Marshal rotation and activated Queue Management Barricades (QMB-07). Announcement script AS-12 (Hindi/English) was triggered via PAS rack at 0 dB gain. Corrective action: add a floating crew at RCK from 07:45–09:30 to maintain timetable adherence.,Operations
"HR Circular No. DMRC/HR/REC/2025-11 dated 25/11/2025: The recruitment panel convened at Metro Bhawan, New Delhi, finalized the shortlist for Station Controller/Train Operator (SC/TO) Grade NE-01. Reference to Advertisement No. DMRC/HR/01/2025; candidates with valid GATE-EE/ME scores and diploma holders meeting RDSO standards for rolling stock are included. Document verification for 82 candidates is scheduled on 05/12/2025 at 09:30 hrs, Room 3A, with originals of Aadhaar, PAN, caste certificate, and NOC for serving employees. Travel allowance is not admissible. Any canvassing will lead to disqualification under Clause 7.2 of the policy.",HR
Security Protocol Update Circular SP/MMRC/2024-19 dated 07/08/2024 mandates random baggage screening at Dadar (DDR) and Siddhivinayak (SVK) between 08:00–11:00 and 17:00–20:00 hrs. Portable ETD units Model ETD-700 calibrated at 0.02 ng sensitivity; calibration certificates No. CAL/ETD/700/08-24 appended. EMP-1452 to maintain screening log Form-SP-12; non-compliance beyond 3% of peak hour entries will trigger Corrective Action Request CAR-SEC-41. Coordination with Mumbai Police Unit-5 formalized via letter MPU5/SEC/2024/114.,Safety & Compliance
"Employee Welfare Scheme Notice EWS/2025/03: NMRC will subsidize annual health check-ups up to ₹3,500 per employee at empanelled hospitals (Max Noida, Kailash, Fortis) from 20/04/2025 to 30/06/2025. Eligible staff: EMP series 1000–9999 with at least 6 months service. Reimbursement via Form EWS-7 with invoice and GST details; sample invoice no. INV-NMRC-15277 dated 02/04/2025 attached. HR will conduct wellness talks at Sector 51 and Depot Admin Block on Fridays 16:00–17:00 hrs.",HR
"Civil Structures Inspection Report: On 29/08/2025, pier P-67 (Chainage 12+840) of the elevated viaduct near Yeshwanthpur (BMRCL) was inspected under Schedule CS-Quarterly. Crack width gauge readings at web face showed 0.18 mm (previous 0.16 mm on 31/05/2025). Carbonation depth test yielded 13 mm; cover meter indicated 45–50 mm over main reinforcements. Bearing EL-2 pot bearing rotation recorded 0.23°, within IRC:83 Part-III limits. Recommended epoxy injection of 800 ml using Grade-LV resin and sealing with polymer mortar. Estimated cost ₹1,36,000 to be booked under Civil-Mnt/Viaduct/2025-26.",Engineering
"Station Cleanliness Inspection Report SCR-BLUE-2025-41 for Rajendra Place (RJP) dated 14/06/2025, shift 06:00–14:00. Observations: Wet spill near AFC lane 4 unattended for 6 minutes (CCTV timestamp 07:42–07:48), two bins overflowing at Platform-1. Vendor M/s SwachhServe LLP invoiced under INV-DMRC-OPS-0614 for ₹3,12,900; 5% deduction recommended for SLA breach Code CLN-07. Corrective: place additional janitor during 07:30–09:30 hrs and conduct PA reminder every 30 minutes.",Operations
"Security Circular SC/DMRC/2025/34 issued on 05/09/2025: All station heads shall ensure baggage screening uptime ≥ 99.5% during peak hours. Any downtime > 5 minutes must be logged in e-LogBook with reason codes and escalated to ACSO within 10 minutes. Random manual frisking audit (5% of passengers) to be carried out at Kashmere Gate (KSG) and HUDA City Centre (HCC) between 07:00–10:00 hrs. Non-compliance will attract penalty up to ₹25,000 per instance as per Policy No. SEC-2019-07.",Safety & Compliance
